Localizador,Cia Aérea,Origem,Destino,Classe da Passagem,Qtde de Paradas,Tipo de Destino,Estação do Ano,Preço Atual da Passagem,Preço da Passagem na última semana,Preço da Passagem no último mês,Decisão do Cliente
KTCPZ3,KLM,SIN,FRA,4,2,aventura,inverno,7675.48,9188.97,7381.52,Comprou
JYQKP5,AIR FRANCE,LGW,CDG,4,2,aventura,inverno,12497.43,14490.93,16507.15,Comprou
TB0FO8,EMIRATES,BRU,MXP,4,1,romântico,primavera,8795.39,7629.62,7874.43,Não comprou
NL62Z2,KLM,ATL,DEN,3,1,histórico,verão,6622.90,7600.73,7358.88,Comprou
B3N1LE,EMIRATES,JFK,SYD,3,1,família,primavera,4205.86,4271.97,5044.64,Preferiu aguardar e comprou depois
HKO5ZY,DELTA,HKG,MXP,2,2,religioso,outono,4025.15,3337.10,3286.25,Não comprou
FODRCG,GOL,ATH,JFK,2,2,romântico,verão,2642.85,2405.49,2571.55,Não comprou
EG2W00,GOL,ICN,MAD,3,2,negócios,inverno,5163.76,5571.18,6629.53,Preferiu aguardar e comprou depois
Y0AK4B,AIR FRANCE,PHX,MAD,4,1,negócios,verão,10794.65,10868.09,9993.43,Preferiu aguardar e comprou depois
3QJ8K0,AMERICAN,BCN,ICN,2,1,aventura,inverno,3456.72,3354.91,3681.76,Não comprou
3W63M0,GOL,LAS,AKL,3,1,negócios,primavera,3989.12,3554.47,4150.32,Não comprou
5IOH9O,DELTA,DFW,PEK,2,1,romântico,primavera,1452.21,1504.56,1588.50,Preferiu aguardar e comprou depois
159JLO,GOL,PHX,DFW,2,0,família,inverno,4657.76,4018.37,4195.75,Não comprou
AHZWGZ,LATAM,LGW,ATH,2,0,negócios,primavera,2464.14,2371.78,2684.27,Não comprou
4EI4J5,KLM,HKG,CDG,4,0,família,primavera,6753.72,6339.23,7135.84,Não comprou
K8N487,LATAM,ORD,VIE,1,1,religioso,outono,1586.45,1666.37,1368.91,Preferiu aguardar e comprou depois
W73YD1,DELTA,JFK,IAH,2,0,aventura,inverno,2550.90,2475.59,2272.99,Não comprou
4PDZ22,KLM,CDG,HKG,4,2,religioso,outono,11046.16,12838.83,12756.68,Comprou
MQOJQV,AMERICAN,AKL,PHX,2,0,negócios,verão,2946.22,2393.48,2058.94,Não comprou
P54ZOU,DELTA,PVG,LAX,2,0,negócios,outono,3727.27,3421.71,3394.29,Não comprou
4A23WK,UNITED,SFO,CDG,1,0,histórico,primavera,1482.54,1514.94,1527.97,Preferiu aguardar e comprou depois
5Z3JMX,EMIRATES,LIS,DXB,2,2,negócios,inverno,4462.59,3874.68,4329.51,Não comprou
YXLGVO,LATAM,MEL,SIN,3,2,família,inverno,6579.78,7083.15,7920.01,Comprou
36FEP2,DELTA,EWR,SFO,1,1,religioso,inverno,1199.41,1186.73,1382.68,Não comprou
36RXDM,QATAR,FCO,AMS,1,1,família,inverno,1613.85,1421.95,1283.82,Não comprou
DZ4BT0,KLM,JNB,FRA,3,2,romântico,outono,6616.79,6626.50,7834.19,Preferiu aguardar e comprou depois
MR21W5,AZUL,ICN,DEL,3,2,histórico,inverno,6382.27,5509.97,5958.22,Não comprou
CZ5KGT,AMERICAN,MIA,AMS,2,1,aventura,outono,2030.54,1872.01,1498.34,Não comprou
4N8AYA,GOL,SFO,JFK,3,0,família,inverno,6841.85,7794.73,8189.55,Comprou
IWCJYW,AIR FRANCE,SIN,YYZ,2,0,aventura,primavera,3079.17,2519.61,2800.32,Não comprou
8ME35A,LATAM,FCO,SIN,4,1,negócios,outono,11286.13,9382.72,10767.05,Não comprou
OEGT62,QATAR,LHR,MEL,1,2,histórico,inverno,1350.08,1511.91,1377.75,Comprou
RNLMLE,LATAM,BOS,CPT,2,1,aventura,inverno,3226.38,3407.84,3007.08,Preferiu aguardar e comprou depois
NYSDVQ,QATAR,DXB,EWR,3,1,negócios,verão,7490.33,8653.61,7625.14,Comprou
0CW91F,DELTA,DEN,AKL,4,1,religioso,verão,14282.99,15843.14,13306.69,Comprou
CRRO94,GOL,MXP,MAD,3,0,religioso,outono,5422.47,5035.19,4770.43,Não comprou
VPNTCJ,QATAR,DEN,LAS,1,1,histórico,primavera,780.35,730.65,780.21,Não comprou
S5YXQ1,QATAR,AKL,SEA,3,1,religioso,inverno,5659.25,4872.32,5645.15,Não comprou
3XUEF3,KLM,CPT,DEL,3,1,romântico,outono,6226.68,5993.44,7114.60,Não comprou
4BASV4,AIR FRANCE,CLT,SYD,3,2,religioso,inverno,6030.49,4889.66,4564.16,Não comprou
33SR13,DELTA,HKG,MUC,1,1,romântico,verão,1742.62,1809.35,2090.34,Preferiu aguardar e comprou depois
RSK6A8,KLM,DXB,HKG,1,1,família,inverno,1530.76,1760.94,1568.75,Comprou
8AOMN3,AMERICAN,MIA,MUC,4,2,negócios,outono,6837.39,5790.89,4792.59,Não comprou
B45DT1,DELTA,VIE,LGW,3,1,negócios,outono,5825.83,5217.84,4484.49,Não comprou
IH7LK4,AMERICAN,BCN,MIA,2,1,família,outono,3506.08,3228.84,3439.08,Não comprou
Q95MX0,DELTA,ATH,CDG,4,0,negócios,primavera,8875.50,10473.36,11579.26,Preferiu aguardar e comprou depois
7ERP35,QATAR,IAH,DFW,2,1,histórico,outono,4432.15,3739.04,4034.93,Não comprou
TNLU37,LATAM,ATH,LIS,3,2,histórico,primavera,4012.04,3930.29,3908.64,Não comprou
2A7NUE,AZUL,DOH,MIA,3,1,aventura,primavera,4421.68,4915.48,4461.66,Preferiu aguardar e comprou depois
TP33RW,EMIRATES,JNB,MEL,1,1,aventura,verão,2365.92,1895.73,1829.77,Não comprou
VX14QI,DELTA,AMS,DXB,1,0,religioso,inverno,1085.87,1029.76,858.56,Não comprou
1D3L7O,DELTA,HKG,SFO,4,2,família,inverno,6110.07,6226.60,6478.51,Preferiu aguardar e comprou depois
AW0AAS,QATAR,DXB,FCO,3,1,negócios,verão,6704.83,6178.38,5950.50,Não comprou
UOMAMI,AZUL,DOH,LIS,2,0,família,primavera,1712.85,2044.71,1867.96,Comprou
ZMO8U8,DELTA,BOS,SFO,3,0,aventura,inverno,5973.73,5073.75,4807.72,Não comprou
R8AYHB,QATAR,HND,CDG,1,1,aventura,inverno,1385.36,1522.03,1478.12,Preferiu aguardar e comprou depois
V2ATKZ,AZUL,MAD,AKL,3,1,religioso,verão,8290.32,8916.85,7930.27,Preferiu aguardar e comprou depois
S9117O,AMERICAN,ATH,EWR,2,1,romântico,inverno,4380.95,4426.63,3691.89,Preferiu aguardar e comprou depois
4XB8PK,KLM,DUB,CDG,3,2,família,outono,7306.94,7587.89,7669.80,Preferiu aguardar e comprou depois
Q0KS1F,LATAM,PEK,LHR,1,2,histórico,outono,1152.69,1315.69,1286.04,Comprou
95EVFN,KLM,LAX,AKL,4,1,aventura,primavera,7325.51,5927.23,5726.61,Não comprou
GJ6LZ3,LATAM,AMS,LGA,2,0,família,primavera,3662.29,3885.37,3822.42,Comprou
O2ESK8,KLM,MUC,MXP,3,0,família,verão,8862.18,8473.46,9760.56,Não comprou
N4OYW4,KLM,SEA,LAX,2,0,negócios,inverno,5027.44,5604.88,6202.91,Comprou
CX0R17,KLM,NRT,FRA,4,1,aventura,verão,17083.45,18841.01,16599.43,Preferiu aguardar e comprou depois
AX2PHK,GOL,ATL,YVR,4,2,aventura,verão,17032.21,17148.30,18857.97,Preferiu aguardar e comprou depois
8TA3Z9,UNITED,SFO,ICN,1,0,aventura,primavera,1204.30,995.91,908.42,Não comprou
W1R1KK,QATAR,VIE,MAD,3,1,religioso,inverno,5851.18,5990.72,4885.74,Preferiu aguardar e comprou depois
JXBWPX,AZUL,YVR,ZRH,2,2,histórico,primavera,2814.08,2547.75,2763.58,Não comprou
92N45C,GOL,DOH,VIE,3,1,religioso,primavera,4376.01,4245.42,4471.29,Não comprou
K8PLMC,GOL,EWR,CDG,4,2,histórico,verão,11251.26,10118.08,10084.10,Não comprou
21AUAF,LATAM,LAS,SFO,4,1,histórico,primavera,11157.66,8931.08,10145.35,Não comprou
SL1RW8,KLM,IAH,ATL,2,1,romântico,primavera,3438.95,3975.77,4162.19,Comprou
3IFDSF,QATAR,FCO,MUC,3,1,aventura,verão,7944.11,7518.30,6579.13,Não comprou
8C3IH3,KLM,BRU,FRA,3,0,família,verão,9973.83,8247.04,6720.89,Não comprou
9CDO08,QATAR,PEK,LAX,3,2,negócios,primavera,5692.43,4953.47,5831.20,Não comprou
HSRS2D,LATAM,LAX,CDG,4,2,histórico,outono,8064.91,9169.45,9694.29,Comprou
R8QP0H,DELTA,ORD,DUB,1,0,negócios,outono,1245.66,1283.65,1312.17,Preferiu aguardar e comprou depois
8HFA6S,UNITED,YYZ,ORD,2,1,histórico,inverno,2352.32,2262.40,2534.42,Não comprou
00FKVH,AMERICAN,BCN,PEK,3,0,romântico,inverno,5513.71,6349.85,5599.12,Comprou
FF5T0X,AMERICAN,SIN,LGA,3,1,negócios,verão,6851.78,7680.26,8982.91,Comprou
V0AR70,UNITED,MIA,NRT,4,1,aventura,outono,10633.54,9997.10,8627.89,Não comprou
NV2URN,AIR FRANCE,AMS,ATH,1,2,romântico,inverno,1807.37,2124.19,2147.17,Comprou
CN06V7,AMERICAN,FRA,LGW,2,1,romântico,verão,3201.03,3465.32,3413.49,Comprou
XQ8GLG,DELTA,BOS,DEL,2,1,família,verão,4270.79,4926.11,4464.19,Comprou
DIRBBW,AZUL,PVG,YVR,1,1,negócios,inverno,1499.55,1411.82,1493.50,Não comprou
LA3O6Z,DELTA,CPT,LGA,2,1,aventura,outono,2984.88,2609.71,2499.11,Não comprou
CCFJP3,GOL,CDG,HKG,4,2,aventura,primavera,10451.27,11785.06,11777.47,Comprou
PG1P0F,AMERICAN,DOH,SYD,2,0,religioso,primavera,3962.81,3670.12,3302.60,Não comprou
VO7ZF1,AZUL,DFW,SIN,4,1,religioso,outono,11739.35,10867.75,11800.50,Não comprou
D3LZYV,AIR FRANCE,ZRH,FCO,2,1,romântico,primavera,3342.60,3903.42,3437.40,Comprou
DKNH3O,EMIRATES,SIN,CPT,4,1,negócios,verão,11408.28,11689.16,11614.07,Comprou
27DHCC,AMERICAN,MIA,JNB,4,0,religioso,primavera,9345.14,8641.30,6986.73,Não comprou
6EDYBB,LATAM,SFO,CDG,3,1,romântico,inverno,4500.90,3977.89,4175.39,Não comprou
U9U9K5,AMERICAN,ATH,YVR,4,1,aventura,inverno,15062.24,13750.67,12194.84,Não comprou
RNOKSJ,GOL,DEL,MUC,2,0,romântico,primavera,3806.05,4425.75,3947.82,Comprou
15694F,AZUL,IAH,MUC,1,1,romântico,inverno,1190.76,1294.14,1104.86,Comprou
0U9DI3,AZUL,LGA,IAH,1,0,religioso,outono,1064.42,1055.01,1008.22,Não comprou
HDPI0H,QATAR,HKG,EWR,3,2,negócios,outono,6155.03,6669.14,7735.11,Preferiu aguardar e comprou depois
V2SOOT,EMIRATES,ORD,BRU,4,2,aventura,inverno,10152.10,12046.77,12155.19,Comprou
0FRYMN,AZUL,ORD,SEA,2,0,romântico,inverno,3186.63,2725.04,2325.66,Não comprou
6DSSIX,UNITED,BOM,AMS,3,0,família,inverno,8369.09,9231.90,7929.03,Comprou
XSI1RI,AMERICAN,BOS,JFK,4,2,romântico,inverno,10291.85,9281.15,10958.19,Não comprou
V3MW7K,KLM,LAX,FCO,3,1,família,verão,6858.83,7055.89,6151.79,Preferiu aguardar e comprou depois
I4P9JL,KLM,LIS,ATH,2,1,família,verão,2910.55,3173.74,3213.25,Comprou
H3RHQB,AIR FRANCE,NRT,YVR,2,1,religioso,primavera,1617.99,1638.82,1505.78,Preferiu aguardar e comprou depois
D5XHF2,EMIRATES,MUC,LAX,2,0,negócios,outono,3760.03,4248.01,4841.98,Comprou
GXTTVR,EMIRATES,MIA,SFO,1,0,aventura,verão,2333.00,2411.66,1980.65,Preferiu aguardar e comprou depois
B7NCAC,AIR FRANCE,HKG,LAX,2,2,negócios,inverno,2528.02,2320.26,2085.35,Não comprou
AYHF6B,AZUL,NRT,CDG,2,0,romântico,primavera,3253.74,3037.00,2766.79,Não comprou
IN16VJ,AIR FRANCE,FCO,LGA,4,0,negócios,outono,12688.48,12180.21,12127.93,Não comprou
DYWBP6,GOL,ORD,DEL,4,1,histórico,verão,13239.55,15371.80,13872.78,Comprou
KG5T4D,GOL,CLT,DOH,1,0,religioso,primavera,1285.58,1271.88,1470.51,Não comprou
67UJWO,AZUL,CLT,JNB,3,1,histórico,verão,7808.56,8099.56,8170.69,Comprou
HFQ9AD,EMIRATES,AMS,HND,4,1,família,outono,12177.83,12018.89,12947.09,Não comprou
FKHNJO,DELTA,CPT,SIN,3,0,religioso,outono,5364.24,5329.36,5917.73,Não comprou
C0GSCV,LATAM,SIN,LIS,3,0,religioso,primavera,6377.20,5845.78,5110.25,Não comprou
JIXKCA,AZUL,ICN,LAX,2,0,negócios,inverno,4104.21,3524.15,3996.98,Não comprou
TNWD7D,AIR FRANCE,HND,DUB,1,0,família,outono,1640.34,1313.35,1315.11,Não comprou
0NLW5X,DELTA,MIA,LAS,1,2,histórico,outono,1756.66,2096.51,2131.67,Comprou
YOK41X,QATAR,BOM,DEL,1,1,aventura,inverno,1473.87,1278.24,1247.41,Não comprou
T5LZ29,GOL,IAH,FCO,3,2,romântico,verão,6606.97,6789.51,7853.55,Comprou
ZRXESA,UNITED,CDG,NRT,2,0,histórico,outono,4295.91,4534.86,5027.67,Preferiu aguardar e comprou depois
V4QG9M,UNITED,MIA,JNB,1,2,religioso,primavera,999.66,935.41,1106.93,Não comprou
ANTISZ,AIR FRANCE,LGW,LGA,4,2,religioso,outono,13223.28,15684.92,17414.82,Comprou
773ZCV,UNITED,ICN,JNB,3,1,família,inverno,6655.50,7064.15,6018.70,Comprou
ZHZ9X2,KLM,CPT,ICN,1,0,negócios,inverno,1619.50,1704.45,1432.69,Preferiu aguardar e comprou depois
285XX0,DELTA,HKG,LGA,2,2,negócios,inverno,2342.72,2808.66,2810.17,Comprou
LQKYKR,LATAM,MXP,ICN,1,1,família,primavera,1084.58,960.27,1138.99,Não comprou
9PKJ8P,GOL,VIE,MXP,4,0,negócios,outono,11221.74,11887.69,11414.68,Comprou
RMF918,DELTA,DEL,PEK,4,0,aventura,outono,12824.65,14480.13,15037.07,Comprou
MXT7HH,AMERICAN,JFK,PEK,3,2,família,verão,8388.53,7411.38,6050.17,Não comprou
72FW7U,DELTA,MEL,AMS,4,1,aventura,primavera,7103.48,6423.79,6802.60,Não comprou
9PD9B9,AIR FRANCE,MEL,AMS,2,2,religioso,outono,3879.84,4488.48,5264.35,Comprou
WJ8MOT,AZUL,LGW,AMS,4,0,família,outono,11004.00,12945.84,13776.33,Comprou
HY6LGF,GOL,YVR,HKG,4,2,histórico,inverno,9350.15,7676.25,9199.89,Não comprou
RE1VJG,AMERICAN,HKG,LHR,2,0,família,verão,4014.58,4282.56,4137.90,Preferiu aguardar e comprou depois
3SO3KE,KLM,FRA,ATH,4,1,aventura,verão,18772.07,18568.07,20401.87,Não comprou
7OZDEY,AZUL,DOH,ATL,4,0,religioso,primavera,11060.52,11397.03,9362.64,Comprou
I0S4CG,EMIRATES,HND,PHX,4,1,família,outono,9868.90,9046.92,9017.90,Não comprou
W6MWTS,AIR FRANCE,BOM,LGA,3,1,negócios,inverno,6446.23,6296.48,7190.53,Não comprou
OU4HAU,KLM,JNB,MIA,2,0,histórico,primavera,3269.41,2718.41,2809.84,Não comprou
TIT12U,QATAR,MIA,HND,3,0,família,inverno,8225.16,9590.03,9681.50,Comprou
GUT9D7,LATAM,MIA,ICN,3,0,negócios,outono,6795.61,7083.61,8372.93,Preferiu aguardar e comprou depois
B3CIIL,AMERICAN,LAX,HND,3,2,aventura,outono,6093.97,5489.15,5154.41,Não comprou
O0YJ3M,KLM,PVG,CDG,2,1,histórico,verão,3210.42,2931.04,2495.58,Não comprou
TV8XF4,EMIRATES,NRT,DUB,4,1,família,verão,18036.27,17160.75,20309.31,Não comprou
JT7QWK,DELTA,LAS,HND,2,2,aventura,outono,1920.01,1654.04,1767.41,Não comprou
E7L99I,GOL,DXB,DUB,1,0,religioso,inverno,1244.70,1318.56,1275.93,Comprou
K8HX5Y,DELTA,NRT,FCO,1,0,histórico,primavera,1459.07,1603.89,1400.03,Comprou
3VL28Q,AMERICAN,BOM,LAS,3,0,aventura,verão,7595.41,6229.34,5486.57,Não comprou
VQOCQD,DELTA,LHR,CDG,3,1,religioso,outono,5403.26,4549.01,4339.55,Não comprou
FEL5YV,UNITED,ZRH,LAX,2,0,família,outono,2232.11,1921.47,1983.50,Não comprou
ZODKI5,QATAR,AKL,DEL,4,2,família,inverno,7302.89,7121.72,7944.10,Não comprou
JW1A4V,GOL,DUB,ICN,1,1,negócios,inverno,1231.12,1333.90,1236.00,Preferiu aguardar e comprou depois
UMNCMM,GOL,JFK,ORD,3,0,religioso,inverno,6847.42,8122.52,9659.57,Comprou
6ZANC2,LATAM,FCO,LHR,1,1,religioso,outono,1378.31,1587.46,1493.13,Comprou
N3TD5O,KLM,LGW,BOM,2,1,negócios,primavera,2276.11,1870.38,1950.56,Não comprou
NOQDFG,AZUL,PHX,BOS,3,0,aventura,outono,5697.31,4663.80,3851.35,Não comprou
W4NBWD,DELTA,BCN,MAD,2,2,negócios,inverno,3179.68,3466.35,4058.93,Preferiu aguardar e comprou depois
B8G1VT,UNITED,PHX,DXB,1,2,aventura,inverno,1481.10,1605.45,1809.32,Preferiu aguardar e comprou depois
CW4PQA,EMIRATES,ATH,YVR,1,0,família,outono,1213.83,1160.47,1388.13,Não comprou
GF1594,AZUL,DEL,VIE,2,1,família,inverno,2124.77,2083.95,1876.02,Não comprou
XWWUJO,EMIRATES,AKL,BOM,4,0,família,verão,16935.54,18132.91,14946.07,Comprou
U1O2YG,KLM,IAH,LIS,2,1,romântico,inverno,2039.60,2040.01,2228.21,Preferiu aguardar e comprou depois
9HP2PQ,DELTA,CPT,MIA,4,1,religioso,inverno,11940.02,13225.69,15165.25,Preferiu aguardar e comprou depois
2IG0OP,AIR FRANCE,EWR,FCO,3,2,família,outono,5400.29,5093.88,4356.13,Não comprou
73ZN8H,QATAR,LHR,SIN,2,0,aventura,verão,3117.47,2731.85,2556.77,Não comprou
64JLHE,QATAR,DUB,BOS,1,0,família,outono,1595.73,1570.96,1772.63,Não comprou
FCM6GK,QATAR,PEK,YYZ,4,0,aventura,primavera,7996.85,8580.03,10215.79,Preferiu aguardar e comprou depois
PRNGNW,AMERICAN,ORD,SFO,4,1,romântico,verão,17254.65,19283.50,17953.15,Comprou
FWVTIR,AZUL,ATL,MUC,2,0,família,outono,3761.45,3347.04,3005.56,Não comprou
KO1EA3,UNITED,LHR,AMS,1,0,histórico,inverno,1511.89,1313.15,1242.28,Não comprou
1OP2KS,LATAM,SIN,LAX,2,0,negócios,primavera,2868.20,3084.15,2886.94,Preferiu aguardar e comprou depois
9NN7RT,AIR FRANCE,LGA,ORD,4,1,religioso,inverno,9422.32,10309.34,11724.80,Preferiu aguardar e comprou depois
TLNBBX,EMIRATES,DUB,SEA,3,0,família,primavera,6892.40,6297.94,6171.86,Não comprou
N7AP21,AIR FRANCE,YVR,CPT,4,0,histórico,verão,14678.73,16538.55,18538.86,Comprou
Z5CD3A,KLM,CLT,NRT,2,2,negócios,inverno,2966.03,3094.05,3433.12,Preferiu aguardar e comprou depois
38GNQ2,DELTA,DUB,CLT,4,0,histórico,verão,17549.90,16999.80,14215.86,Não comprou
0VEQDG,LATAM,PVG,LAX,3,1,aventura,outono,4739.38,4142.20,4876.67,Não comprou
F5B40J,QATAR,ORD,LAS,4,2,família,outono,9828.73,8169.05,7150.94,Não comprou
72VV6M,DELTA,JNB,ORD,2,1,religioso,verão,3276.67,3627.35,3814.16,Comprou
AOV80X,GOL,LIS,JNB,3,1,negócios,verão,7471.06,8124.34,7491.62,Preferiu aguardar e comprou depois
OCRZQS,EMIRATES,PVG,JNB,2,1,família,primavera,1762.50,1942.44,1989.37,Comprou
DSFBHW,UNITED,HND,LIS,4,0,religioso,outono,11331.17,12474.78,11640.10,Preferiu aguardar e comprou depois
CUZOE4,UNITED,SEA,HKG,3,2,romântico,inverno,6586.93,5460.53,5948.72,Não comprou
F3BBTZ,UNITED,SIN,ZRH,4,2,romântico,inverno,10187.96,10261.44,10130.28,Preferiu aguardar e comprou depois
1BZZKK,EMIRATES,DEL,FCO,4,1,romântico,outono,8950.78,9171.25,7892.48,Preferiu aguardar e comprou depois
47RCSD,EMIRATES,ORD,DEL,4,2,aventura,inverno,11074.22,11234.90,11295.95,Preferiu aguardar e comprou depois
VUGN0G,EMIRATES,MEL,ATL,4,2,histórico,primavera,8290.64,8599.69,8300.92,Preferiu aguardar e comprou depois
3G2Z96,DELTA,DXB,NRT,1,0,família,inverno,1857.61,1682.44,1435.32,Não comprou
GU7RVC,QATAR,IAH,PHX,3,2,família,primavera,4064.41,3429.90,3297.31,Não comprou
ID643W,LATAM,NRT,HKG,4,0,aventura,verão,16093.60,16631.30,16626.09,Preferiu aguardar e comprou depois
XW8LMT,GOL,CPT,PHX,3,2,aventura,inverno,7221.21,8437.31,9618.30,Comprou
K1HXGW,DELTA,ATH,MXP,1,0,histórico,primavera,1144.56,1051.63,1051.23,Não comprou
C3I6B2,AIR FRANCE,LGA,BCN,2,2,religioso,verão,2476.28,2866.62,2554.86,Comprou
UWZ2QX,AMERICAN,SEA,CPT,2,2,família,verão,5335.57,4884.21,4411.37,Não comprou
OU52LA,KLM,SYD,MXP,1,0,negócios,inverno,943.15,801.67,721.13,Não comprou
AXEIYR,AMERICAN,CLT,IAH,4,2,religioso,outono,11860.38,10981.48,10427.07,Não comprou
XKY6FD,AMERICAN,SEA,LIS,3,1,histórico,outono,4414.96,4512.84,4755.04,Preferiu aguardar e comprou depois
FP9C2F,AZUL,JFK,MIA,2,2,aventura,inverno,2845.13,2843.18,2421.36,Não comprou
DKXLKM,GOL,DEN,CLT,4,2,família,verão,12981.93,12210.47,14455.33,Não comprou
59FG3O,QATAR,MAD,AKL,2,1,religioso,primavera,2421.38,2309.43,1865.88,Não comprou
J6XNJA,AZUL,CPT,MAD,4,2,aventura,primavera,7797.17,7121.11,7430.52,Não comprou
LYU9WK,AIR FRANCE,ORD,PEK,4,0,família,outono,9855.36,9830.25,8639.85,Não comprou
0B8UY1,DELTA,ZRH,SYD,3,1,romântico,verão,7955.28,7642.74,8510.78,Não comprou
B8U24A,AMERICAN,BOM,SIN,2,0,histórico,inverno,2557.12,2188.65,2327.83,Não comprou
UPA8N5,LATAM,DEN,MIA,4,2,família,inverno,11652.94,10097.71,11635.96,Não comprou
4ZOWQ7,AMERICAN,AMS,HND,4,0,aventura,outono,8159.20,7955.53,7493.80,Não comprou
YUFB67,EMIRATES,PVG,CLT,3,1,histórico,outono,6318.02,6116.21,5159.17,Não comprou
IVRHEL,UNITED,DXB,BOM,2,0,histórico,verão,4052.66,4339.67,4270.52,Preferiu aguardar e comprou depois
Y8L1Z5,UNITED,FRA,MUC,1,0,religioso,primavera,1339.61,1541.82,1408.59,Comprou
N1GSD3,AMERICAN,YVR,SFO,2,1,histórico,inverno,2855.15,2531.72,2428.75,Não comprou
ZFE7FC,AIR FRANCE,BOM,ORD,1,1,aventura,outono,1653.37,1930.21,1547.94,Comprou
0QVLYT,QATAR,SYD,MAD,3,2,religioso,outono,5590.32,5775.68,6531.13,Comprou
IQKHBN,LATAM,AKL,BOM,4,2,família,verão,13988.79,14472.54,15687.00,Preferiu aguardar e comprou depois
X2MB3A,AZUL,BCN,VIE,1,0,histórico,primavera,1555.04,1293.86,1248.03,Não comprou
J3IQD9,KLM,IAH,CPT,2,0,romântico,outono,2062.70,2448.57,2608.55,Preferiu aguardar e comprou depois
HBMR0B,EMIRATES,DOH,LIS,1,0,romântico,inverno,1615.72,1846.38,2064.73,Comprou
5VFI0T,UNITED,EWR,ZRH,2,1,romântico,verão,4527.43,5385.76,4415.18,Comprou
ASLFIO,AZUL,FRA,DFW,2,1,aventura,inverno,4777.56,4168.82,4794.17,Não comprou
V0MRLC,DELTA,LAS,DEN,2,2,histórico,outono,3681.26,3101.01,2618.88,Não comprou
UOUJR9,UNITED,BOS,YYZ,3,1,aventura,outono,5039.30,4731.21,4517.60,Não comprou
K4OT2H,QATAR,SYD,LAS,2,1,romântico,primavera,2139.65,1904.05,1900.04,Não comprou
KWT6PP,LATAM,SYD,DFW,4,2,religioso,primavera,10480.65,12049.65,12220.47,Comprou
L04D5G,GOL,BCN,SIN,1,0,aventura,verão,2088.01,1760.08,1889.89,Não comprou
N0ZCY2,GOL,LAS,BCN,2,2,negócios,primavera,2957.58,2960.16,2799.53,Preferiu aguardar e comprou depois
MO49O7,KLM,DEN,SYD,1,0,romântico,primavera,1561.34,1502.75,1217.59,Não comprou
QU7Y2R,AIR FRANCE,HND,LAX,3,1,aventura,inverno,5484.79,5957.87,6488.07,Comprou
ZK2F3I,UNITED,PVG,LGW,4,0,histórico,inverno,9557.17,11113.96,10771.59,Preferiu aguardar e comprou depois
4I9DNY,DELTA,YYZ,SEA,4,2,negócios,verão,16136.69,18406.10,17137.01,Preferiu aguardar e comprou depois
NBAIPC,UNITED,SYD,DEN,4,0,aventura,outono,13201.03,12186.43,13573.26,Não comprou
2KA6SG,AIR FRANCE,LAX,IAH,2,0,negócios,inverno,4554.35,4483.88,3926.87,Não comprou
KGE7VS,AZUL,PHX,DUB,1,0,histórico,outono,1808.36,2050.16,1647.04,Comprou
F0K3PV,UNITED,AKL,LIS,3,1,negócios,primavera,4287.03,3865.08,3368.87,Não comprou
KWIUY5,KLM,MUC,ATL,4,0,religioso,outono,10458.22,10789.04,11724.33,Comprou
S7EWXN,EMIRATES,MEL,MXP,4,2,religioso,inverno,7610.52,6189.52,5193.90,Não comprou
SM0M97,QATAR,PVG,MXP,1,1,religioso,verão,2114.12,2292.90,2081.17,Preferiu aguardar e comprou depois
JSDRKF,GOL,MXP,LHR,4,1,negócios,primavera,8419.11,7423.12,7851.17,Não comprou
A1P1HE,AMERICAN,EWR,DFW,3,1,família,inverno,5531.82,6122.02,6283.57,Preferiu aguardar e comprou depois
RE0POO,QATAR,PHX,LGA,2,0,histórico,verão,6052.51,6156.97,6219.22,Preferiu aguardar e comprou depois
DS9C0P,KLM,MXP,ATH,3,0,aventura,verão,7891.84,8549.88,10210.11,Comprou
A3FD28,AIR FRANCE,EWR,PEK,3,0,religioso,outono,7847.82,7944.55,7341.61,Preferiu aguardar e comprou depois
BASRSV,AMERICAN,ATH,FRA,1,0,romântico,outono,1407.04,1524.94,1404.21,Preferiu aguardar e comprou depois
RRKFIP,GOL,EWR,SIN,1,0,romântico,verão,1703.23,1865.42,2117.17,Preferiu aguardar e comprou depois
F3MWNP,AZUL,AMS,NRT,3,2,religioso,primavera,4165.68,4614.52,4608.47,Preferiu aguardar e comprou depois
C4LU98,GOL,ATL,DOH,2,2,família,verão,5736.16,6454.20,5932.58,Comprou
K8YK2B,KLM,NRT,PHX,4,1,família,inverno,12551.85,15028.41,15983.88,Preferiu aguardar e comprou depois
E22S6M,GOL,FCO,PVG,1,2,aventura,verão,1757.48,2105.31,2069.23,Comprou
H84IAU,GOL,SIN,SFO,1,1,romântico,verão,2248.26,2116.16,1696.15,Não comprou
GJB789,LATAM,SEA,LHR,4,0,aventura,outono,11936.09,12973.45,12954.12,Comprou
SC2403,EMIRATES,YVR,PHX,4,1,romântico,inverno,9158.58,7776.29,8142.59,Não comprou
44FBPG,AIR FRANCE,CLT,ATH,2,1,religioso,verão,4454.24,4431.33,5047.81,Não comprou
JJZDWO,EMIRATES,YYZ,LAS,1,0,negócios,outono,1350.07,1574.49,1868.87,Comprou
